num_prior_defaults,identity_verification_passed,device_fingerprint_match,application_velocity_24h,income_to_loan_ratio,account_age_days,employment_type,repayment_method,geo_risk_score,previous_loan_count,application_hour,mobile_os,marketing_campaign_id,label
2,0,0,3,0.626,6,unemployed,e-wallet,0.595,0,14,Android,C1,Fraud
1,1,1,1,1.463,26,unemployed,bank_transfer,0.211,0,3,Android,C5,Non-fraud
0,0,0,0,0.569,43,self-employed,e-wallet,0.337,1,11,Android,C1,Non-fraud
1,0,1,2,1.112,18,self-employed,bank_transfer,0.647,0,7,iOS,C3,Fraud
2,0,0,3,0.702,10,unemployed,e-wallet,0.583,1,20,Android,C1,Fraud
0,1,0,2,0.575,9,self-employed,cash_agent,0.55,0,5,Android,C3,Fraud
1,1,1,0,1.332,31,self-employed,e-wallet,0.251,1,14,iOS,C5,Non-fraud
0,1,1,1,0.917,14,unemployed,bank_transfer,0.215,0,11,Android,C2,Non-fraud
1,0,0,3,1.121,17,unemployed,e-wallet,0.411,0,6,Android,C6,Fraud
1,1,1,6,1.205,34,unemployed,cash_agent,0.603,0,3,Android,C5,Non-fraud
5,0,0,12,0.795,31,unemployed,cash_agent,0.758,0,22,Android,C2,Fraud
3,1,0,2,1.36,53,salaried,e-wallet,0.482,0,21,Android,C4,Non-fraud
4,1,0,19,0.05,16,unemployed,cash_agent,0.613,0,12,Android,C3,Fraud
2,0,1,6,1.161,17,self-employed,bank_transfer,0.714,0,7,iOS,C6,Fraud
1,1,0,2,0.989,10,self-employed,bank_transfer,0.531,0,18,Android,C2,Fraud
1,1,1,0,2.357,23,salaried,e-wallet,0.575,1,21,iOS,C1,Non-fraud
0,1,0,0,1.634,19,self-employed,e-wallet,0.42,1,19,iOS,C1,Non-fraud
0,1,1,1,1.722,119,salaried,bank_transfer,0.43,1,15,Android,C4,Non-fraud
1,0,0,3,1.511,14,self-employed,cash_agent,0.585,1,18,iOS,C2,Fraud
7,0,0,2,0.484,14,unemployed,cash_agent,0.542,0,13,Android,C1,Fraud
2,1,1,1,1.603,46,salaried,e-wallet,0.304,2,11,Android,C1,Fraud
3,0,1,10,1.572,36,salaried,e-wallet,0.939,0,6,Android,C6,Fraud
4,1,1,3,0.592,3,unemployed,bank_transfer,0.197,0,1,Android,C3,Non-fraud
0,1,0,0,2.437,14,salaried,bank_transfer,0.638,0,19,iOS,C4,Non-fraud
2,1,0,2,1.265,39,self-employed,bank_transfer,0.642,1,12,Android,C3,Non-fraud
1,0,0,0,0.292,10,unemployed,bank_transfer,0.36,0,0,Android,C5,Fraud
4,1,1,0,1.648,35,salaried,cash_agent,0.545,2,1,iOS,C1,Fraud
4,1,1,7,0.368,30,salaried,e-wallet,0.193,2,16,Android,C4,Fraud
0,1,1,1,1.98,24,salaried,bank_transfer,0.334,3,14,iOS,C4,Non-fraud
3,0,0,5,0.86,20,unemployed,bank_transfer,0.763,1,10,Android,C6,Fraud
1,1,0,2,0.534,5,unemployed,e-wallet,0.068,0,1,Android,C3,Fraud
4,1,1,3,0.454,6,unemployed,bank_transfer,0.17,0,0,Android,C6,Fraud
1,1,1,1,1.581,49,self-employed,bank_transfer,0.135,0,12,Android,C5,Non-fraud
0,0,0,1,0.278,12,unemployed,e-wallet,0.503,1,2,Android,C2,Non-fraud
0,1,0,1,0.698,29,unemployed,e-wallet,0.465,0,10,Android,C1,Fraud
0,1,1,1,1.463,68,self-employed,e-wallet,0.158,1,13,Android,C1,Non-fraud
1,0,1,2,1.495,25,salaried,bank_transfer,0.482,1,0,Android,C6,Fraud
0,0,1,0,1.393,42,salaried,bank_transfer,0.265,1,1,Android,C5,Non-fraud
0,1,1,0,1.985,37,self-employed,bank_transfer,0.248,1,9,Android,C3,Non-fraud
1,0,0,4,0.974,35,self-employed,e-wallet,0.248,0,22,iOS,C5,Fraud
1,1,1,0,1.227,15,self-employed,bank_transfer,0.176,2,21,Android,C2,Non-fraud
4,0,0,4,0.719,21,unemployed,e-wallet,0.91,0,10,Android,C3,Fraud
1,1,1,0,2.065,18,salaried,bank_transfer,0.313,3,17,iOS,C3,Non-fraud
2,1,1,0,1.479,56,self-employed,bank_transfer,0.617,0,10,Android,C1,Fraud
1,0,0,2,1.382,12,unemployed,cash_agent,0.833,0,8,Android,C3,Fraud
0,1,1,0,1.472,20,unemployed,bank_transfer,0.563,0,8,iOS,C3,Non-fraud
3,1,1,1,1.171,68,self-employed,e-wallet,0.058,0,8,Android,C4,Non-fraud
2,0,0,4,0.742,18,unemployed,bank_transfer,0.527,0,23,iOS,C3,Fraud
2,0,0,2,0.402,10,unemployed,bank_transfer,0.752,0,10,Android,C2,Fraud
4,0,1,10,0.642,29,unemployed,cash_agent,0.425,0,5,iOS,C6,Fraud
1,1,1,1,1.623,79,salaried,e-wallet,0.569,1,19,Android,C4,Non-fraud
3,1,0,2,0.754,6,self-employed,e-wallet,0.69,0,15,Android,C3,Fraud
1,0,0,8,0.404,25,unemployed,bank_transfer,0.451,1,17,Android,C2,Fraud
0,0,1,2,1.827,73,self-employed,cash_agent,0.61,2,10,Android,C5,Non-fraud
1,1,0,3,1.2,14,self-employed,bank_transfer,0.254,1,3,Android,C4,Non-fraud
6,1,0,2,0.723,17,unemployed,bank_transfer,0.43,0,7,Android,C2,Fraud
0,1,1,1,1.833,43,self-employed,bank_transfer,0.408,1,23,Android,C1,Non-fraud
2,0,0,2,1.295,18,unemployed,cash_agent,0.49,0,23,Android,C4,Fraud
5,0,0,20,0.05,5,unemployed,cash_agent,0.776,0,22,Android,C6,Fraud
1,1,1,2,0.56,14,unemployed,bank_transfer,0.478,1,15,Android,C3,Non-fraud
1,1,1,0,1.038,20,unemployed,bank_transfer,0.209,0,20,iOS,C3,Non-fraud
3,1,1,2,0.95,19,unemployed,bank_transfer,0.253,0,5,Android,C5,Fraud
1,0,1,1,1.623,27,unemployed,bank_transfer,0.667,1,15,Android,C6,Fraud
0,1,1,0,1.901,18,salaried,bank_transfer,0.251,1,10,Android,C3,Non-fraud
2,0,1,5,0.644,21,self-employed,bank_transfer,0.299,0,6,iOS,C2,Fraud
1,0,1,2,2.03,52,salaried,cash_agent,0.581,1,18,Android,C6,Fraud
0,0,0,4,1.426,30,self-employed,cash_agent,0.911,1,16,Android,C4,Fraud
0,1,1,2,1.259,20,unemployed,bank_transfer,0.194,0,16,Android,C2,Non-fraud
1,1,1,0,2.361,49,self-employed,bank_transfer,0.702,1,1,Android,C5,Non-fraud
0,1,1,2,1.484,31,unemployed,bank_transfer,0.588,0,1,iOS,C1,Non-fraud
0,1,1,0,1.816,35,salaried,bank_transfer,0.386,1,21,iOS,C1,Fraud
3,1,0,1,1.491,49,self-employed,cash_agent,0.162,2,1,Android,C6,Non-fraud
0,1,1,0,0.632,12,unemployed,bank_transfer,0.245,1,5,iOS,C2,Fraud
3,0,1,2,1.121,24,unemployed,cash_agent,0.637,0,9,Android,C1,Fraud
2,1,1,2,1.232,20,self-employed,bank_transfer,0.098,0,18,Android,C6,Fraud
2,0,0,3,0.641,6,unemployed,e-wallet,0.785,0,16,iOS,C4,Fraud
3,0,0,8,0.97,60,salaried,e-wallet,0.569,0,5,Android,C6,Non-fraud
7,1,1,2,1.392,31,salaried,e-wallet,0.566,1,18,iOS,C4,Fraud
0,1,1,0,2.398,28,self-employed,bank_transfer,0.032,0,11,Android,C6,Non-fraud
1,1,1,2,2.049,143,salaried,e-wallet,0.484,5,6,Android,C5,Fraud
0,1,0,1,2.024,111,self-employed,cash_agent,0.822,2,16,Android,C1,Non-fraud
0,0,1,1,1.974,53,salaried,e-wallet,0.504,3,20,Android,C4,Fraud
1,0,1,1,0.919,21,unemployed,bank_transfer,0.623,0,23,iOS,C6,Fraud
0,1,1,0,2.431,61,self-employed,bank_transfer,0.63,1,22,Android,C1,Non-fraud
6,0,0,8,0.305,55,self-employed,cash_agent,0.753,0,13,Android,C1,Fraud
1,0,1,1,0.629,20,unemployed,cash_agent,0.624,0,8,iOS,C1,Fraud
0,0,1,2,1.489,24,self-employed,cash_agent,0.784,1,11,Android,C2,Fraud
2,1,1,0,1.304,40,self-employed,e-wallet,0.452,0,23,Android,C4,Fraud
2,1,1,0,1.21,27,unemployed,bank_transfer,0.353,1,8,iOS,C3,Fraud
1,0,1,9,0.931,21,self-employed,cash_agent,0.84,0,15,Android,C3,Fraud
5,0,1,1,1.727,44,salaried,bank_transfer,0.515,0,11,Android,C6,Fraud
6,0,0,4,0.05,6,unemployed,bank_transfer,0.335,0,6,iOS,C5,Fraud
0,1,1,0,1.517,21,unemployed,bank_transfer,0.308,0,3,iOS,C1,Non-fraud
3,0,0,6,0.258,9,unemployed,bank_transfer,0.485,0,12,Android,C4,Fraud
2,1,0,2,0.716,50,unemployed,e-wallet,0.754,1,7,Android,C1,Fraud
3,0,0,20,0.352,27,unemployed,e-wallet,0.891,1,23,iOS,C5,Fraud
1,0,0,6,1.344,22,unemployed,e-wallet,0.7,1,21,iOS,C6,Non-fraud
0,1,1,0,2.365,254,salaried,bank_transfer,0.632,6,12,Android,C1,Non-fraud
2,0,0,6,0.871,46,unemployed,bank_transfer,0.733,1,5,iOS,C4,Fraud
0,0,0,1,0.747,13,unemployed,e-wallet,0.358,0,6,iOS,C2,Non-fraud
2,1,1,0,2.03,20,self-employed,e-wallet,0.159,0,3,Android,C2,Fraud
0,1,1,3,2.202,202,salaried,e-wallet,0.554,2,2,iOS,C5,Non-fraud
2,0,1,3,1.626,42,salaried,bank_transfer,0.909,1,18,Android,C1,Fraud
3,0,0,16,0.56,28,salaried,bank_transfer,0.437,1,15,iOS,C6,Fraud
3,0,0,6,0.828,27,self-employed,e-wallet,0.804,0,7,Android,C2,Fraud
0,0,0,1,1.799,30,self-employed,e-wallet,0.595,0,16,Android,C6,Non-fraud
5,0,0,20,0.976,19,salaried,cash_agent,0.807,0,16,iOS,C6,Fraud
0,1,1,0,1.602,20,self-employed,bank_transfer,0.188,0,6,Android,C5,Non-fraud
2,1,1,1,0.884,17,unemployed,cash_agent,0.742,0,23,Android,C4,Fraud
0,1,1,0,2.455,40,salaried,bank_transfer,0.677,0,13,iOS,C5,Non-fraud
0,1,1,1,1.47,59,salaried,e-wallet,0.71,2,5,Android,C4,Non-fraud
1,0,0,6,1.22,71,self-employed,e-wallet,0.624,2,9,Android,C6,Fraud
3,0,1,2,0.631,24,self-employed,cash_agent,0.545,0,0,iOS,C1,Fraud
1,0,0,2,0.609,25,self-employed,bank_transfer,0.151,0,15,iOS,C5,Fraud
1,0,0,3,1.035,18,unemployed,bank_transfer,0.312,1,21,iOS,C4,Fraud
0,0,0,1,0.801,21,self-employed,e-wallet,0.132,1,9,Android,C6,Non-fraud
0,1,0,1,1.855,13,unemployed,bank_transfer,0.583,1,3,iOS,C3,Fraud
2,0,1,11,0.96,11,unemployed,e-wallet,0.812,0,18,Android,C4,Fraud
1,1,1,0,1.167,13,salaried,cash_agent,0.277,0,0,Android,C1,Fraud
0,1,0,0,1.132,29,unemployed,e-wallet,0.636,0,22,iOS,C2,Non-fraud
3,0,1,4,0.807,26,unemployed,bank_transfer,0.746,1,0,iOS,C2,Fraud
2,1,0,3,1.034,27,self-employed,e-wallet,0.41,0,8,iOS,C4,Non-fraud
7,0,0,10,0.05,4,unemployed,cash_agent,0.543,0,21,iOS,C1,Fraud
0,0,1,7,1.176,183,unemployed,cash_agent,0.772,1,11,Android,C4,Fraud
0,0,0,4,0.997,55,unemployed,bank_transfer,0.611,1,21,iOS,C3,Non-fraud
2,1,1,0,1.481,16,salaried,e-wallet,0.622,0,20,Android,C1,Fraud
1,1,1,1,1.499,21,unemployed,cash_agent,0.304,1,22,Android,C6,Non-fraud
1,1,1,0,1.538,20,self-employed,e-wallet,0.432,0,6,Android,C4,Non-fraud
1,1,1,3,0.153,9,unemployed,e-wallet,0.11,0,1,Android,C6,Non-fraud
1,1,1,0,2.093,28,salaried,e-wallet,0.45,1,21,iOS,C2,Non-fraud
1,0,1,3,1.148,42,unemployed,e-wallet,0.622,1,23,iOS,C2,Fraud
0,1,1,3,1.431,107,self-employed,e-wallet,0.123,0,7,Android,C6,Non-fraud
2,0,1,4,0.617,27,unemployed,e-wallet,0.624,1,15,Android,C3,Fraud
2,1,1,1,1.604,82,salaried,bank_transfer,0.111,2,11,iOS,C1,Fraud
3,0,0,7,0.61,22,self-employed,e-wallet,0.721,0,3,Android,C5,Fraud
2,0,1,1,0.923,11,unemployed,bank_transfer,0.477,0,20,Android,C2,Fraud
6,1,1,0,1.024,46,self-employed,e-wallet,0.677,0,14,Android,C1,Fraud
2,0,0,2,0.818,15,unemployed,e-wallet,0.218,0,18,iOS,C2,Fraud
2,1,1,1,2.428,56,salaried,e-wallet,0.274,1,15,iOS,C5,Fraud
1,1,0,3,1.639,78,unemployed,bank_transfer,0.673,1,16,Android,C3,Non-fraud
0,0,1,0,1.916,87,salaried,bank_transfer,0.243,3,5,Android,C6,Non-fraud
0,0,1,7,0.665,29,unemployed,cash_agent,0.698,0,12,iOS,C4,Fraud
1,1,1,4,0.823,37,unemployed,cash_agent,0.732,0,3,Android,C5,Fraud
2,0,0,6,0.548,22,unemployed,cash_agent,0.463,0,7,Android,C2,Fraud
0,1,0,0,1.403,28,self-employed,e-wallet,0.372,1,18,iOS,C2,Non-fraud
0,0,1,1,1.131,33,unemployed,e-wallet,0.595,1,18,Android,C1,Non-fraud
3,0,1,13,0.192,18,unemployed,e-wallet,0.951,0,16,iOS,C4,Fraud
1,0,0,3,1.726,20,self-employed,cash_agent,0.375,1,6,iOS,C5,Fraud
2,0,0,2,1.026,16,self-employed,bank_transfer,0.404,1,22,iOS,C3,Fraud
0,0,0,2,1.212,15,salaried,e-wallet,0.641,0,10,Android,C5,Non-fraud
8,1,0,6,0.435,8,unemployed,e-wallet,0.376,1,3,iOS,C5,Fraud
3,1,0,5,0.282,40,self-employed,e-wallet,0.417,0,19,Android,C5,Fraud
1,0,1,4,1.711,31,unemployed,e-wallet,0.273,1,4,Android,C4,Fraud
0,1,1,0,2.295,105,salaried,bank_transfer,0.092,0,9,Android,C2,Non-fraud
1,0,0,5,0.974,12,unemployed,cash_agent,0.811,0,19,iOS,C1,Fraud
1,0,1,2,1.481,23,salaried,cash_agent,0.583,2,5,Android,C2,Fraud
2,0,0,6,0.541,66,self-employed,cash_agent,0.179,0,1,iOS,C2,Fraud
4,1,0,9,1.07,27,unemployed,bank_transfer,0.273,1,17,Android,C6,Fraud
0,0,1,4,2.101,60,salaried,e-wallet,0.845,0,21,Android,C6,Fraud
2,0,0,3,0.767,50,self-employed,cash_agent,0.301,1,19,Android,C5,Fraud
2,0,0,0,0.747,13,unemployed,e-wallet,0.645,0,5,Android,C1,Fraud
1,0,0,3,0.888,32,unemployed,bank_transfer,0.599,1,21,Android,C2,Fraud
0,1,0,0,1.591,23,salaried,e-wallet,0.809,1,19,Android,C2,Non-fraud
2,0,1,0,1.584,11,unemployed,bank_transfer,0.54,0,4,iOS,C2,Fraud
5,0,0,8,0.792,38,unemployed,cash_agent,0.394,1,5,Android,C6,Fraud
1,1,0,2,1.01,38,self-employed,bank_transfer,0.273,0,20,Android,C5,Fraud
0,0,0,5,0.828,13,unemployed,bank_transfer,0.671,2,1,Android,C2,Fraud
2,1,0,0,1.278,13,unemployed,bank_transfer,0.431,1,5,iOS,C4,Fraud
3,1,1,2,1.704,60,salaried,e-wallet,0.711,0,15,Android,C2,Fraud
1,0,0,11,0.199,31,unemployed,e-wallet,0.454,0,17,Android,C5,Fraud
0,1,1,0,1.577,8,unemployed,e-wallet,0.093,1,11,iOS,C4,Non-fraud
1,0,1,1,2.36,42,self-employed,bank_transfer,0.219,1,15,iOS,C6,Fraud
0,0,1,4,1.015,26,salaried,e-wallet,0.769,0,5,Android,C3,Fraud
2,1,1,0,1.535,23,unemployed,bank_transfer,0.232,1,22,iOS,C3,Fraud
1,1,1,0,2.291,55,salaried,bank_transfer,0.368,2,23,Android,C3,Non-fraud
0,1,1,2,0.85,25,unemployed,e-wallet,0.712,0,21,iOS,C4,Non-fraud
0,1,0,0,1.501,21,salaried,cash_agent,0.772,1,17,Android,C2,Non-fraud
2,0,1,2,1.192,19,self-employed,bank_transfer,0.665,0,3,iOS,C4,Fraud
0,1,1,1,1.628,50,self-employed,bank_transfer,0.745,2,9,iOS,C1,Non-fraud
4,0,0,6,0.498,6,unemployed,e-wallet,0.366,0,23,Android,C4,Fraud
2,1,1,1,1.961,29,self-employed,e-wallet,0.5,0,8,iOS,C1,Fraud
0,1,1,0,1.502,34,salaried,bank_transfer,0.266,1,1,Android,C2,Non-fraud
0,1,1,1,1.372,22,salaried,e-wallet,0.168,0,3,iOS,C5,Non-fraud
3,0,1,4,1.418,29,salaried,e-wallet,0.502,1,5,iOS,C4,Fraud
3,0,0,2,0.313,17,self-employed,bank_transfer,0.102,0,16,Android,C5,Fraud
1,0,0,6,1.123,26,self-employed,cash_agent,0.856,0,21,Android,C3,Fraud
1,0,0,10,0.775,25,self-employed,e-wallet,0.866,0,15,iOS,C6,Fraud
1,0,1,0,0.994,3,unemployed,bank_transfer,0.694,1,14,iOS,C6,Fraud
2,0,0,0,1.371,19,unemployed,bank_transfer,0.202,0,13,iOS,C4,Fraud
1,1,0,1,1.283,21,unemployed,bank_transfer,0.441,0,2,iOS,C5,Non-fraud
1,0,0,2,0.644,15,unemployed,bank_transfer,0.538,0,0,Android,C2,Fraud
1,1,0,0,1.122,25,unemployed,bank_transfer,0.664,0,10,Android,C6,Non-fraud
6,0,0,3,0.356,34,unemployed,e-wallet,0.425,0,21,Android,C2,Fraud
1,1,0,6,1.521,39,self-employed,bank_transfer,0.502,1,12,iOS,C6,Fraud
0,0,0,3,1.777,86,salaried,cash_agent,0.598,0,14,Android,C6,Fraud
2,0,0,8,1.391,31,self-employed,e-wallet,0.733,1,3,iOS,C6,Fraud
0,0,1,0,1.993,58,self-employed,bank_transfer,0.42,0,14,iOS,C5,Non-fraud
1,1,1,0,1.529,18,self-employed,e-wallet,0.814,0,13,iOS,C2,Non-fraud
0,0,0,0,1.539,36,salaried,bank_transfer,0.609,1,4,Android,C1,Non-fraud
0,1,1,0,2.141,21,salaried,e-wallet,0.267,1,6,Android,C3,Non-fraud
0,1,1,0,1.279,13,self-employed,bank_transfer,0.348,0,14,Android,C1,Non-fraud
0,1,1,1,0.503,23,unemployed,bank_transfer,0.315,0,5,iOS,C4,Fraud
3,1,1,1,0.994,8,salaried,cash_agent,0.658,0,10,Android,C3,Fraud
0,0,1,1,1.246,19,unemployed,e-wallet,0.38,1,16,Android,C2,Non-fraud
1,1,1,2,0.625,57,self-employed,cash_agent,0.379,1,2,Android,C1,Fraud
0,0,1,0,1.816,53,salaried,e-wallet,0.401,0,21,Android,C5,Non-fraud
4,0,0,2,0.499,15,unemployed,e-wallet,0.493,0,4,Android,C3,Fraud
7,0,0,2,0.223,13,unemployed,cash_agent,0.379,0,13,Android,C2,Fraud
0,1,1,5,1.124,40,unemployed,e-wallet,0.572,2,23,iOS,C4,Non-fraud
2,0,0,1,0.926,42,unemployed,bank_transfer,0.631,0,19,iOS,C2,Fraud
1,0,1,2,0.836,23,unemployed,cash_agent,0.439,1,15,iOS,C2,Fraud
3,0,0,7,0.139,7,unemployed,cash_agent,0.434,0,0,Android,C5,Non-fraud
0,1,1,1,1.576,29,self-employed,bank_transfer,0.568,2,16,Android,C5,Non-fraud
0,1,1,0,1.055,51,salaried,bank_transfer,0.05,0,16,Android,C6,Non-fraud
4,0,1,13,0.05,17,unemployed,e-wallet,0.363,0,3,Android,C6,Fraud
0,1,1,0,2.516,53,salaried,bank_transfer,0.397,1,0,iOS,C6,Non-fraud
2,0,0,1,1.163,47,salaried,cash_agent,0.597,1,6,Android,C3,Fraud
2,0,1,1,1.568,58,self-employed,cash_agent,0.867,0,10,iOS,C4,Fraud
0,1,0,3,0.718,2,unemployed,bank_transfer,0.603,0,11,iOS,C5,Fraud
0,1,1,0,1.609,52,self-employed,bank_transfer,0.318,2,2,Android,C3,Non-fraud
0,1,0,3,1.545,66,self-employed,e-wallet,0.157,3,12,Android,C6,Non-fraud
1,0,0,4,0.587,55,self-employed,e-wallet,0.617,0,16,Android,C2,Fraud
4,0,0,4,0.279,9,unemployed,e-wallet,0.733,0,6,Android,C1,Fraud
0,1,1,0,0.601,5,self-employed,bank_transfer,0.281,0,12,Android,C4,Non-fraud
2,0,0,8,0.28,15,unemployed,cash_agent,0.531,0,14,Android,C2,Fraud
0,1,1,1,0.923,14,unemployed,e-wallet,0.604,0,4,Android,C4,Fraud
0,0,0,4,1.544,32,salaried,e-wallet,0.442,1,22,Android,C6,Fraud
1,0,0,6,0.497,36,unemployed,bank_transfer,0.529,1,6,Android,C6,Fraud
1,1,0,3,1.324,41,unemployed,e-wallet,0.383,4,4,Android,C5,Non-fraud
2,0,0,1,1.347,69,self-employed,e-wallet,0.509,0,10,Android,C5,Fraud
1,1,1,0,2.565,72,salaried,bank_transfer,0.09,0,22,Android,C1,Non-fraud
1,1,1,1,1.425,35,unemployed,bank_transfer,0.194,0,21,Android,C6,Non-fraud
4,0,1,1,1.136,140,salaried,bank_transfer,0.417,2,2,Android,C4,Fraud
2,0,0,2,0.733,37,unemployed,e-wallet,0.471,0,1,Android,C3,Fraud
3,1,0,20,0.05,2,unemployed,cash_agent,0.887,0,9,iOS,C4,Fraud
0,1,1,0,1.201,61,self-employed,bank_transfer,0.086,2,13,Android,C5,Non-fraud
2,0,0,6,1.016,43,self-employed,e-wallet,0.84,1,12,Android,C3,Fraud
3,0,1,0,0.561,28,unemployed,e-wallet,0.246,0,19,iOS,C2,Fraud
2,1,1,1,1.922,39,salaried,bank_transfer,0.555,0,0,Android,C4,Fraud
1,1,1,0,1.466,42,salaried,cash_agent,0.657,1,9,iOS,C1,Non-fraud
2,0,0,2,1.149,26,unemployed,e-wallet,0.295,0,20,Android,C1,Non-fraud
0,1,0,0,1.54,51,self-employed,bank_transfer,0.625,3,14,Android,C6,Non-fraud
1,1,1,0,1.341,39,self-employed,bank_transfer,0.347,0,6,Android,C5,Non-fraud
1,0,0,7,0.558,25,unemployed,e-wallet,0.451,1,18,iOS,C5,Fraud
1,1,1,0,1.598,66,salaried,e-wallet,0.48,0,16,iOS,C5,Non-fraud
2,0,0,7,1.401,40,self-employed,e-wallet,0.456,1,16,iOS,C4,Fraud
2,1,0,0,1.024,29,unemployed,bank_transfer,0.283,0,12,Android,C1,Non-fraud
4,0,0,10,0.05,8,unemployed,bank_transfer,0.204,0,3,iOS,C6,Fraud
1,1,0,1,1.336,13,self-employed,bank_transfer,0.541,0,13,Android,C1,Fraud
3,0,1,4,0.548,10,unemployed,e-wallet,0.674,0,11,Android,C5,Fraud
0,1,1,2,1.258,21,self-employed,e-wallet,0.29,1,21,Android,C4,Non-fraud
2,0,0,3,1.066,19,self-employed,bank_transfer,0.167,0,21,iOS,C3,Fraud
0,0,1,2,1.684,9,self-employed,e-wallet,0.404,0,21,Android,C1,Non-fraud
2,0,0,7,0.788,14,unemployed,bank_transfer,0.296,1,3,Android,C5,Fraud
2,0,0,8,0.786,9,unemployed,e-wallet,0.572,1,16,Android,C3,Fraud
3,0,0,13,0.7,14,unemployed,e-wallet,0.715,0,10,iOS,C6,Non-fraud
0,1,0,2,1.199,50,self-employed,e-wallet,0.361,0,12,Android,C3,Non-fraud
2,1,0,3,0.095,5,unemployed,bank_transfer,0.482,0,15,Android,C1,Fraud
0,1,1,0,2.199,30,salaried,bank_transfer,0.245,2,10,Android,C4,Non-fraud
0,0,0,6,1.256,44,self-employed,e-wallet,0.678,1,7,iOS,C6,Fraud
3,1,1,0,1.021,33,unemployed,e-wallet,0.182,0,17,Android,C4,Fraud
5,1,0,5,0.662,28,unemployed,e-wallet,0.795,0,0,Android,C4,Fraud
0,0,1,4,1.517,34,salaried,bank_transfer,0.645,0,0,Android,C6,Fraud
0,0,0,3,0.869,56,self-employed,cash_agent,0.674,2,19,iOS,C1,Non-fraud
3,1,1,3,1.66,26,self-employed,cash_agent,0.458,0,8,Android,C3,Fraud
2,1,0,2,1.008,21,unemployed,e-wallet,0.136,1,11,iOS,C5,Non-fraud
0,0,1,3,0.787,32,unemployed,bank_transfer,0.726,0,22,Android,C2,Fraud
0,1,1,1,2.04,73,self-employed,bank_transfer,0.677,1,17,Android,C2,Non-fraud
3,1,1,5,0.05,5,unemployed,bank_transfer,0.524,0,16,Android,C2,Fraud
0,0,0,0,1.362,32,unemployed,e-wallet,0.305,0,2,Android,C3,Non-fraud
3,1,1,1,1.125,27,self-employed,bank_transfer,0.128,0,15,iOS,C4,Fraud
1,1,1,3,0.739,6,unemployed,bank_transfer,0.161,0,14,iOS,C5,Non-fraud
3,0,1,2,1.168,19,self-employed,cash_agent,0.565,0,4,iOS,C3,Fraud
1,1,1,2,1.419,13,salaried,bank_transfer,0.383,0,2,iOS,C4,Non-fraud
0,1,1,3,1.666,19,salaried,bank_transfer,0.493,0,9,Android,C5,Non-fraud
0,1,1,4,1.538,106,salaried,e-wallet,0.293,0,19,Android,C5,Non-fraud
2,1,1,4,1.083,83,salaried,bank_transfer,0.258,1,9,Android,C5,Fraud
1,0,0,9,0.121,36,unemployed,e-wallet,0.6,0,20,iOS,C2,Fraud
1,0,0,3,1.387,42,unemployed,bank_transfer,0.356,0,18,iOS,C2,Fraud
3,0,1,4,1.338,28,self-employed,e-wallet,0.684,0,23,Android,C5,Fraud
2,0,0,2,1.415,16,self-employed,cash_agent,0.605,0,2,iOS,C1,Fraud
3,0,0,6,0.821,31,unemployed,cash_agent,0.762,2,12,iOS,C2,Fraud
2,0,1,5,1.943,132,salaried,cash_agent,0.568,1,18,Android,C3,Fraud
0,1,1,0,2.56,216,salaried,bank_transfer,0.636,3,1,iOS,C4,Non-fraud
2,1,1,1,1.191,48,self-employed,bank_transfer,0.542,1,21,iOS,C6,Fraud
0,0,0,2,0.725,11,self-employed,e-wallet,0.676,0,15,Android,C3,Non-fraud
2,0,0,8,0.399,12,unemployed,cash_agent,0.605,0,0,Android,C6,Fraud
0,1,0,1,1.069,10,unemployed,e-wallet,0.61,0,3,iOS,C4,Fraud
2,0,1,1,1.722,90,self-employed,bank_transfer,0.562,1,18,Android,C2,Fraud
0,1,0,5,0.097,6,unemployed,bank_transfer,0.282,0,21,Android,C4,Fraud
0,0,1,0,1.887,63,self-employed,bank_transfer,0.664,3,17,iOS,C2,Non-fraud
0,0,1,0,1.662,10,self-employed,bank_transfer,0.619,0,12,Android,C1,Non-fraud
0,1,1,5,1.067,76,self-employed,bank_transfer,0.529,0,17,iOS,C6,Fraud
0,1,1,0,1.282,39,self-employed,bank_transfer,0.647,2,7,iOS,C3,Non-fraud
2,0,1,1,1.847,45,salaried,cash_agent,0.434,0,16,Android,C6,Fraud
0,1,1,0,1.913,69,salaried,bank_transfer,0.333,0,4,iOS,C1,Non-fraud
5,0,1,20,0.37,39,unemployed,cash_agent,0.876,0,4,iOS,C6,Fraud
2,0,1,4,1.333,23,self-employed,bank_transfer,0.443,0,11,Android,C6,Fraud
0,1,1,1,0.84,22,unemployed,bank_transfer,0.302,2,23,Android,C2,Non-fraud
1,0,0,1,1.692,34,self-employed,e-wallet,0.587,1,14,iOS,C1,Fraud
1,0,1,1,1.652,36,self-employed,bank_transfer,0.316,2,2,Android,C4,Fraud
2,0,1,4,0.652,35,unemployed,cash_agent,0.604,0,10,Android,C2,Fraud
1,0,0,6,0.932,78,unemployed,e-wallet,0.734,0,19,iOS,C4,Fraud
1,0,0,2,0.697,52,unemployed,bank_transfer,0.502,0,13,Android,C5,Fraud
1,0,0,1,1.671,28,self-employed,bank_transfer,0.691,2,6,Android,C2,Fraud
2,1,1,2,0.973,17,self-employed,bank_transfer,0.203,0,13,Android,C3,Fraud
